race_analysis_id,event_id,driver,team,start_lap,end_lap,position_delta,phase,event_type,evidence_type,confidence,note
2026-01-albert_park,2026-01-albert_park-pos-0001,ALB,Williams,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0124,HAM,Ferrari,29,29,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0125,HAM,Ferrari,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0126,HAM,Ferrari,32,32,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0127,HAM,Ferrari,35,35,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0128,HAM,Ferrari,37,37,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0129,HAM,Ferrari,38,38,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0130,HUL,Audi,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0131,HUL,Audi,11,11,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0132,HUL,Audi,13,13,-1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0133,HUL,Audi,14,14,-6.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0134,HUL,Audi,15,15,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0135,HUL,Audi,16,16,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0136,HUL,Audi,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0137,HUL,Audi,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0138,HUL,Audi,29,29,-2.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0139,LAW,Racing Bulls,11,11,-2.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0140,LAW,Racing Bulls,12,12,-8.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0141,LAW,Racing Bulls,13,13,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0142,LAW,Racing Bulls,14,14,3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0143,LAW,Racing Bulls,15,15,3.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0144,LAW,Racing Bulls,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0145,LAW,Racing Bulls,17,17,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0146,LAW,Racing Bulls,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0147,LAW,Racing Bulls,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0148,LAW,Racing Bulls,35,35,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0149,LAW,Racing Bulls,36,36,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0150,LAW,Racing Bulls,38,38,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0151,LAW,Racing Bulls,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0152,LAW,Racing Bulls,63,63,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0153,LEC,Ferrari,8,8,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0154,LEC,Ferrari,12,12,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0155,LEC,Ferrari,13,13,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0156,LEC,Ferrari,14,14,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0157,LEC,Ferrari,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0158,LEC,Ferrari,16,16,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0159,LEC,Ferrari,17,17,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0160,LEC,Ferrari,28,28,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0161,LEC,Ferrari,29,29,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0162,LEC,Ferrari,32,32,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0163,LEC,Ferrari,36,36,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0164,LEC,Ferrari,37,37,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0165,LEC,Ferrari,38,38,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0166,LEC,Ferrari,39,39,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0167,LEC,Ferrari,40,40,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0168,LIN,Racing Bulls,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0169,LIN,Racing Bulls,10,10,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0170,LIN,Racing Bulls,12,12,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0171,LIN,Racing Bulls,14,14,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0172,LIN,Racing Bulls,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0173,LIN,Racing Bulls,21,21,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0174,LIN,Racing Bulls,22,22,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0175,LIN,Racing Bulls,23,23,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0176,LIN,Racing Bulls,26,26,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0177,LIN,Racing Bulls,30,30,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0178,LIN,Racing Bulls,31,31,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0179,LIN,Racing Bulls,35,35,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0180,LIN,Racing Bulls,36,36,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0181,LIN,Racing Bulls,38,38,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0182,LIN,Racing Bulls,40,40,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0183,LIN,Racing Bulls,45,45,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0184,LIN,Racing Bulls,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0185,LIN,Racing Bulls,63,63,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0186,NOR,McLaren,11,11,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0187,NOR,McLaren,13,13,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0188,NOR,McLaren,14,14,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0189,NOR,McLaren,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0190,NOR,McLaren,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0191,NOR,McLaren,27,27,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0192,NOR,McLaren,35,35,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0193,NOR,McLaren,36,36,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0194,NOR,McLaren,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0195,NOR,McLaren,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0196,OCO,Haas F1 Team,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0197,OCO,Haas F1 Team,12,12,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0198,OCO,Haas F1 Team,13,13,-1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0199,OCO,Haas F1 Team,14,14,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0200,OCO,Haas F1 Team,16,16,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0201,OCO,Haas F1 Team,19,19,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0202,OCO,Haas F1 Team,23,23,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0203,OCO,Haas F1 Team,24,24,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0204,OCO,Haas F1 Team,26,26,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0205,OCO,Haas F1 Team,31,31,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0206,OCO,Haas F1 Team,35,35,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0207,OCO,Haas F1 Team,54,54,1.0,closing,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0208,OCO,Haas F1 Team,57,57,-1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0209,OCO,Haas F1 Team,61,61,1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0210,OCO,Haas F1 Team,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0211,OCO,Haas F1 Team,63,63,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0212,PER,Cadillac,13,13,-2.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0213,PER,Cadillac,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0214,PER,Cadillac,19,19,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0215,PER,Cadillac,30,30,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0216,PER,Cadillac,32,32,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0217,PER,Cadillac,35,35,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0218,PER,Cadillac,38,38,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0219,PER,Cadillac,61,61,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0220,PER,Cadillac,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0221,PER,Cadillac,63,63,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0222,PIA,McLaren,8,8,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0223,PIA,McLaren,12,12,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0224,PIA,McLaren,13,13,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0225,PIA,McLaren,15,15,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0226,PIA,McLaren,16,16,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0227,PIA,McLaren,28,28,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0228,PIA,McLaren,29,29,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0229,PIA,McLaren,30,30,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0230,PIA,McLaren,37,37,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0231,PIA,McLaren,62,62,2.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0232,RUS,Mercedes,13,13,-4.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0233,RUS,Mercedes,14,14,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0234,RUS,Mercedes,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0235,RUS,Mercedes,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0236,RUS,Mercedes,36,36,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0237,RUS,Mercedes,37,37,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0238,RUS,Mercedes,38,38,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0239,RUS,Mercedes,39,39,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0240,RUS,Mercedes,61,61,-1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0241,RUS,Mercedes,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0242,SAI,Williams,3,3,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0243,SAI,Williams,12,12,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0244,SAI,Williams,13,13,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0245,SAI,Williams,14,14,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0246,SAI,Williams,15,15,-6.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0247,SAI,Williams,16,16,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0248,SAI,Williams,19,19,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0249,SAI,Williams,23,23,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0250,SAI,Williams,30,30,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0251,SAI,Williams,31,31,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0252,SAI,Williams,34,34,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0253,SAI,Williams,38,38,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0254,SAI,Williams,40,40,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0255,SAI,Williams,45,45,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0256,SAI,Williams,55,55,-1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0257,SAI,Williams,56,56,-2.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0258,SAI,Williams,57,57,1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0259,SAI,Williams,60,60,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0260,SAI,Williams,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0261,SAI,Williams,63,63,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0262,STR,Aston Martin,5,5,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0263,VER,Red Bull Racing,12,12,-1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0264,VER,Red Bull Racing,13,13,-2.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0265,VER,Red Bull Racing,14,14,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0266,VER,Red Bull Racing,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0267,VER,Red Bull Racing,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0268,VER,Red Bull Racing,28,28,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0269,VER,Red Bull Racing,29,29,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0270,VER,Red Bull Racing,30,30,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0271,VER,Red Bull Racing,37,37,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-07-catalunya,2026-07-catalunya-pos-0272,VER,Red Bull Racing,40,40,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-07-catalunya,2026-07-catalunya-pos-0273,VER,Red Bull Racing,62,62,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-08-red_bull_ring,2026-08-red_bull_ring-pos-0001,ALB,Williams,14,14,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-08-red_bull_ring,2026-08-red_bull_ring-pos-0002,ALB,Williams,18,18,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-08-red_bull_ring,2026-08-red_bull_ring-pos-0003,ALB,Williams,19,19,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-08-red_bull_ring,2026-08-red_bull_ring-pos-0004,ALB,Williams,21,21,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-08-red_bull_ring,2026-08-red_bull_ring-pos-0005,ALB,Williams,23,23,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
